"CS::CSWindowImp::vftable::window_loop","46129304"
"DLKR::DLAllocator::get_dlallocator_of","14787168"
"GXBS::GXDrawQueue::queue_callback","28223840"
"GLOBAL_ID3D12RootSignature","75501680"
