"GLOBAL_CSWordChecker","64464952"
"GLOBAL_CSWorldAiManager","64365800"
"GLOBAL_CSWorldGeomMan","64396200"
"GLOBAL_CSWorldMapPointMan","64416176"
"GLOBAL_CSWorldNvmManager","64444528"
"GLOBAL_CSWorldObjActMan","64389960"
"GLOBAL_CSWorldSceneDrawParamManager","64419160"
"GLOBAL_CSWorldTalkMan","72924040"
"GLOBAL_CSWorldWaypointManager","64365664"
"GLOBAL_ChrNonActiveBlockManager","64381528"
"GLOBAL_ChrresRepository","64378112"
"GLOBAL_CpoRepository","64435160"
"GLOBAL_CsResMemStatistics","64496184"
"GLOBAL_DmgHitRecordMan","64381656"
"GLOBAL_DmgMan","64381816"
"GLOBAL_DpoRepository","64435512"
"GLOBAL_EneDatMan","64378856"
"GLOBAL_EntityThumbnailMan","64515928"
"GLOBAL_EntityThumbnailProbe","64516056"
"GLOBAL_EsdRepository","64470824"
"GLOBAL_EventNonActiveBlockManager","64391224"
"GLOBAL_ExpbRepository","64472024"
"GLOBAL_FD4DelayDeleteManager","75882624"
"GLOBAL_FD4HkClothClm2Repository","75878968"
"GLOBAL_FD4HkClothCollidableDataRepository","75881720"
"GLOBAL_FD4HkClothDataRepository","75879000"
"GLOBAL_FD4HkClothManager","75881688"
"GLOBAL_FD4HkEzDrawRigidBodyDispBufferManager","75881984"
"GLOBAL_FD4LoggerManager","75882336"
"GLOBAL_FD4MqbRepository","75881792"
"GLOBAL_FD4PadManager","75881504"
"GLOBAL_FD4ParamNametdfRepository","75882112"
"GLOBAL_FD4ParamRepository","75882144"
"GLOBAL_FD4ParamdefRepository","75879096"
"GLOBAL_FD4ParameterManager","75882104"
"GLOBAL_FD4ParamtdfRepository","75883152"
"GLOBAL_FD4PerfManager","75882448"
"GLOBAL_FD4PerformanceManager","75882352"
"GLOBAL_FD4RemoHkxRepository","75881840"
"GLOBAL_FD4RemoManager","75881752"
"GLOBAL_FD4ReportSystem","75882256"
"GLOBAL_FD4TaskManager","75878768"
"GLOBAL_FaceGenMan","64335840"
"GLOBAL_FfxRepository","64472376"
"GLOBAL_FfxreslistRepository","64472728"
"GLOBAL_FlverRepository","64432248"
"GLOBAL_FontRepository","64432600"
"GLOBAL_GeomFlagSaveDataManager","64396568"
"GLOBAL_GeomNonActiveBlockManager","64396696"
"GLOBAL_GeombndRepository","64468744"
"GLOBAL_GeomhkxbndRepository","64469096"
"GLOBAL_GfxRepository","64473080"
"GLOBAL_GpoRepository","64436216"
"GLOBAL_HkxRepository","64459320"
"GLOBAL_HkxpwvRepository","64458616"
"GLOBAL_HpoRepository","64436568"
"GLOBAL_IvInfoRepository","64433304"
"GLOBAL_LockTgtMan","64397832"
"GLOBAL_LuaDatMan","64363656"
"GLOBAL_LuaRepository","64473560"
"GLOBAL_MapItemMan","64387664"
"GLOBAL_MfrRepository","64474504"
"GLOBAL_MoWwiseMan","64504496"
"GLOBAL_MpwRepository","64474856"
"GLOBAL_MsbRepository","64475576"
"GLOBAL_MsgTagMan","64476416"
"GLOBAL_MtdRepository","64434336"
"GLOBAL_NetLocalDebugBufferQueue","64465080"
"GLOBAL_NvaRepository","64459672"
"GLOBAL_NvcRepository","64460024"
"GLOBAL_OnavRepository","64490280"
"GLOBAL_ParamRepository","64490760"
"GLOBAL_PartsRelationinfobndRepository","64495840"
"GLOBAL_PartsbndRepository","64474264"
"GLOBAL_PpoRepository","64436920"
"GLOBAL_RendMan","64467136"
"GLOBAL_RumbleMan","64387816"
"GLOBAL_RumblebndRepository","64496664"
"GLOBAL_ScaleformTexRepository","64496912"
"GLOBAL_ShaderbdleRepository","64434920"
"GLOBAL_SoloParamRepository","64495336"
"GLOBAL_SoundEventCheckMan","64514792"
"GLOBAL_SystemParamRepository","64492152"
"GLOBAL_TexRepository","64437848"
"GLOBAL_TpfRepository","64438200"
"GLOBAL_UserConfig","72914168"
"GLOBAL_UserMan","72914296"
"GLOBAL_VpoRepository","64437384"
"GLOBAL_WavbndRepository","64497040"
"GLOBAL_WorldAreaTime","64393976"
"GLOBAL_WorldAreaWeather","64394112"
"GLOBAL_WorldChrMan","64380808"
"GLOBAL_WorldChrManDbg","64381336"
"GLOBAL_WorldHitMan","64397536"
"GLOBAL_WorldMapMan","64398112"
"GLOBAL_WorldSfxMan","64419320"
"GLOBAL_WorldSoundMan","64419592"
